Instance,YearOfRecord,HousingSituation,CrimeLevel,WorkExperience,Satisfation,Gender,Age,Country,SizeOfCity,Profession,UniversityDegree,WearsGlasses,HairColor,Height,YearlyIncomeInAddition,Income
955,1940,0,92,32,Happy,female,94,Benin,125209,human resources analyst,Bachelor,1,Blond,121,0 EUR,2434.66
956,1940,0,66,11,Somewhat Happy,male,26,Benin,1885707,landscape architect,No,1,Brown,187,0 EUR,1956.1
957,1940,0,56,9,Happy,male,16,Benin,8115,order filler,Bachelor,1,Black,205,0 EUR,914.17
958,1940,0,64,11,Happy,male,24,Benin,885709,motor vehicle operator,Master,0,#N/A,163,0 EUR,2183.92
959,1940,0,79,20,Happy,male,51,Benin,28049,network administrator,Bachelor,1,#N/A,179,0 EUR,1301.77
960,1940,0,69,16,Average,#N/A,30,Benin,909774,tracking and monitoring data analyst,Bachelor,0,Black,155,0 EUR,1875.97
961,1940,0,68,16,Average,male,29,Benin,647937,Administration Manager,Bachelor,1,Black,191,107391.62 EUR,109857.85
962,1940,0,65,14,Average,male,25,Benin,83527,stonemason,Bachelor,1,Blond,193,0 EUR,1476.85
963,1940,0,88,28,Happy,other,79,Benin,29511,health diagnosing and treating practitioner,#N/A,1,Black,204,0 EUR,897.77
964,1940,0,71,18,Average,other,33,Benin,87439,Air Traffic Controller,Bachelor,0,Black,207,0 EUR,1252.81
965,1940,0,83,25,Average,female,62,Benin,86202,regulatory compliance agency attorney,Bachelor,1,Blond,176,0 EUR,1335.5
966,1940,0,79,22,Average,other,49,Benin,91158,temporary assistant urban designer,Bachelor,0,#N/A,179,0 EUR,1391.01
967,1940,0,70,13,Happy,other,32,Benin,32341,human resources associate,No,1,Blond,199,0 EUR,853.34
968,1940,0,87,28,Somewhat Happy,#N/A,74,Benin,1284196,linux administrator,Bachelor,1,Brown,191,0 EUR,2544.94
969,1940,0,76,18,Happy,other,44,Benin,364919,naval architect,Bachelor,1,Brown,190,0 EUR,2376.38
970,1940,0,73,15,Happy,other,37,Benin,380443,homeowner mortgage service manager,No,0,Black,209,0 EUR,1744.03
971,1940,0,73,17,Average,other,37,Benin,1740,senior advisor,Master,1,Brown,199,0 EUR,1391.38
972,1940,0,81,23,Average,other,55,Benin,334507,regulatory and licensing specialist,No,1,Brown,158,0 EUR,1763.83
973,1940,0,83,22,Somewhat Happy,unknown,60,Benin,2536828,grant manager,#N/A,0,Black,178,100107.85 EUR,101816.33
974,1940,0,58,10,Somewhat Happy,male,18,Benin,1266357,office assistant,No,0,Brown,198,0 EUR,1929.25
975,1940,0,57,11,Average,female,17,Benin,25646,unit clerk,Bachelor,1,Black,165,0 EUR,1051.76
976,1940,0,81,20,Happy,male,55,Benin,786393,hairdresser,No,0,Brown,184,0 EUR,1705.78
977,1940,0,55,6,Happy,male,15,Benin,16798,field tech,Master,0,Blond,165,0 EUR,922.63
978,1940,0,59,12,Average,#N/A,19,Benin,55794,systems access management engineer,Bachelor,1,Black,158,0 EUR,867.82
979,1940,0,57,10,Average,#N/A,17,Benin,54109,public health detailing specialist,No,1,Black,187,139870.65 EUR,140553.37
980,1940,0,64,10,Somewhat Happy,female,24,Benin,1347032,legal assistant,Master,1,Blond,159,0 EUR,2696
981,1940,0,53,4.9,Somewhat Happy,female,14,Benin,2223351,legal support worker,Master,1,Black,160,0 EUR,2625.88
982,1940,0,77,18,Somewhat Happy,male,46,Benin,2410626,market researcher,Bachelor,0,Brown,194,0 EUR,2561.74
983,1940,0,72,17,Average,male,35,Benin,2679136,senior inspector,PhD,0,Black,210,0 EUR,4143.11
984,1940,0,64,11,Somewhat Happy,male,24,Benin,1459815,lead business analyst,No,1,Blond,178,0 EUR,1890.61
985,1940,0,86,26,Happy,other,69,Benin,909839,auto  machinist,Bachelor,0,Black,161,0 EUR,2616.88
986,1940,0,85,26,Somewhat Happy,male,66,Benin,1823391,physical therapist,Bachelor,1,Black,177,0 EUR,3005.99
987,1940,0,73,15,Happy,female,37,Benin,33850,lead expense management analyst,No,0,Brown,151,4841.32 EUR,5619.3
988,1940,0,67,13,Average,male,28,Benin,3800,product manager,Bachelor,1,Red,180,0 EUR,1009.82
989,1940,0,62,11,Average,female,22,Benin,64624,procurement analyst,Bachelor,1,Black,176,0 EUR,881.49
990,1940,0,79,22,Average,other,50,Benin,5349,senior operations associate,No,0,Black,184,74558.16 EUR,75576.38
991,1940,0,71,14,Happy,male,33,Benin,424799,occupational therapist assistant,No,1,Red,194,0 EUR,1734.17
992,1940,0,65,14,Average,male,25,Benin,86411,sheriff's patrol officer,Master,0,Black,180,0 EUR,1734.2
993,1940,0,80,21,Happy,male,53,Benin,32782,outbreak data analyst,Bachelor,1,Blond,205,0 EUR,1591.91
994,1940,0,73,17,Average,female,38,Benin,819271,senior network specialist,#N/A,0,Blond,166,0 EUR,1461.17
995,1940,0,81,21,Happy,other,54,Benin,566617,loan counselor,No,0,Brown,206,0 EUR,1982.12
996,1940,0,58,5.6,Happy,female,18,Benin,263223,head cook,Bachelor,1,Blond,169,0 EUR,1740.41
997,1940,0,80,19,Somewhat Happy,male,53,Benin,1713591,fiscal coordinator,Bachelor,0,Red,152,0 EUR,2346.27
998,1940,0,73,17,Average,other,38,Benin,84141,quality control case reviewer,Master,1,Black,153,0 EUR,1374.48
999,1940,0,75,17,#N/A,unknown,40,Benin,15684,millwright,Bachelor,1,Blond,186,0 EUR,1496.29
1000,1940,0,75,19,Average,male,42,Benin,511862,staff engineer / architect,Bachelor,1,Black,166,0 EUR,2051.97
1001,1940,0,87,31,Average,other,76,Benin,2120,steamfitter,Bachelor,1,Black,204,0 EUR,1354.63
1002,1940,0,57,9,Somewhat Happy,unknown,17,Benin,1284618,office clerk,No,1,Black,193,0 EUR,1933.3
1003,1940,0,67,14,Average,other,28,Benin,26653,program analyst,Bachelor,0,#N/A,205,0 EUR,1051.49
1004,1940,0,75,16,Somewhat Happy,male,42,Benin,1521073,field inspector,PhD,1,Blond,203,0 EUR,3251.57
1005,1940,0,82,23,Happy,male,58,Benin,426551,parking enforcement officer,Bachelor,1,Blond,198,41348.49 EUR,43577.69
1006,1940,0,75,18,Average,unknown,40,Benin,525554,records searcher,Bachelor,1,Black,199,0 EUR,2352.72
1007,1940,0,78,19,Somewhat Happy,other,48,Benin,1723180,mechanical cost estimator,Bachelor,1,#N/A,153,0 EUR,2564.31
1008,1940,0,68,14,Average,other,29,Benin,637288,program coordinator for early childhood health,Bachelor,0,Black,171,0 EUR,2084.75
1009,1940,0,71,12,Happy,#N/A,34,Benin,12726,executive director,Master,1,Blond,153,0 EUR,980.37
1010,1940,0,69,15,Average,other,31,Benin,2490679,senior project leader,Bachelor,0,Blond,175,0 EUR,2496.28
1011,1940,0,87,27,Happy,female,76,Benin,34915,laboratory microbiologist,No,1,Black,144,0 EUR,1085.54
1012,1940,0,79,22,Average,female,50,Benin,1947811,senior counsel,Bachelor,0,Blond,201,49336 EUR,52346.01
1013,1940,0,64,11,Happy,other,24,Benin,62595,medicolegal investigator,Master,0,Black,178,0 EUR,1159.83
1014,1940,0,77,18,Happy,0,45,Benin,866927,packer,Bachelor,1,Brown,150,0 EUR,2307.42
1015,1940,0,72,14,Happy,other,35,Benin,491297,lead trainer,0,1,Black,168,40422.25 EUR,43737.35
1016,1940,0,55,7,Somewhat Happy,male,15,Benin,1243257,insurance claims and policy processing clerk,No,1,Red,194,0 EUR,1850.85
1017,1940,0,76,19,Average,female,43,Benin,78366,roustabout,No,0,Brown,152,0 EUR,773.01
